Företagsnamn,Organisationsnummer,Omsättning,Antal Anställda,Bransch,Stad,E-post
Företag 306 AB,800743-1800,3513954.81,123,IT,Malmö,kontakt@företag306ab.se
Företag 307 AB,280920-9888,25651215.37,124,Handel,Uppsala,kontakt@företag307ab.se
Företag 308 AB,845272-7586,12050044.68,272,Hälsa,Örebro,kontakt@företag308ab.se
Företag 309 AB,265952-2221,27405523.44,37,Handel,Örebro,kontakt@företag309ab.se
Företag 310 AB,504521-6241,6891306.17,212,Handel,Stockholm,kontakt@företag310ab.se
Företag 311 AB,803504-7994,48091124.32,210,IT,Örebro,fel@epost
Företag 312 AB,225310-2625,12240403.46,420,Handel,Örebro,kontakt@företag312ab.se
Företag 313 AB,633469-3761,45887397.41,76,Transport,Örebro,kontakt@företag313ab.se
Företag 314 AB,157659-3700,26931139.33,150,Utbildning,Västerås,kontakt@företag314ab.se
Företag 315 AB,222495-1921,15242073.95,62,Transport,Stockholm,kontakt@företag315ab.se
Företag 316 AB,644009-7285,45805885.62,279,Utbildning,Västerås,kontakt@företag316ab.se
Företag 317 AB,119194-9234,16256014.36,202,Hälsa,Uppsala,kontakt@företag317ab.se
Företag 318 AB,487677-6392,42385653.33,156,IT,Linköping,kontakt@företag318ab.se
Företag 319 AB,501364-7162,46292091.74,405,Bygg,Göteborg,kontakt@företag319ab.se
Företag 320 AB,207779-6663,13861416.56,205,Bygg,Uppsala,kontakt@företag320ab.se
Företag 321 AB,327869-1096,43128655.92,182,IT,Göteborg,kontakt@företag321ab.se
Företag 322 AB,295421-2580,9253194.67,107,Hälsa,Örebro,kontakt@företag322ab.se
Företag 323 AB,921653-1448,13633072.95,17,Finans,Göteborg,kontakt@företag323ab.se
Företag 324 AB,424558-9664,18136974.69,262,Finans,Västerås,kontakt@företag324ab.se
Företag 325 AB,428253-9840,36647902.27,216,Finans,Göteborg,kontakt@företag325ab.se
Företag 326 AB,315316-2665,19316020.77,342,Bygg,Örebro,kontakt@företag326ab.se
Företag 327 AB,698558-7608,32230542.35,379,Hälsa,Malmö,kontakt@företag327ab.se
Företag 328 AB,437133-2799,39461388.11,132,Utbildning,Stockholm,kontakt@företag328ab.se
Företag 329 AB,294136-7606,9227546.77,306,Finans,Linköping,kontakt@företag329ab.se
Företag 330 AB,734665-5655,45676139.74,72,Utbildning,Linköping,kontakt@företag330ab.se
Företag 331 AB,190934-7949,45269976.46,403,Hälsa,Göteborg,fel@epost
Företag 332 AB,252329-5201,49663301.2,108,Handel,Stockholm,kontakt@företag332ab.se
Företag 333 AB,877771-6675,10639836.22,207,Transport,Stockholm,kontakt@företag333ab.se
Företag 334 AB,814570-3275,24506011.54,21,Utbildning,Uppsala,fel@epost
Företag 335 AB,374358-2099,28500012.97,93,Transport,Göteborg,kontakt@företag335ab.se
Företag 336 AB,752580-8015,36817167.61,118,Hälsa,Linköping,kontakt@företag336ab.se
Företag 337 AB,984772-1129,4526783.57,258,IT,Uppsala,kontakt@företag337ab.se
Företag 338 AB,837375-7869,46584587.22,320,Utbildning,Linköping,kontakt@företag338ab.se
Företag 339 AB,253881-4801,8122203.39,121,Utbildning,Uppsala,kontakt@företag339ab.se
Företag 340 AB,681727-5248,3200587.78,284,Utbildning,Uppsala,kontakt@företag340ab.se
Företag 341 AB,794806-5850,2706759.01,81,Hälsa,Örebro,fel@epost
Företag 342 AB,718926-8702,14329297.08,6,IT,Uppsala,kontakt@företag342ab.se
Företag 343 AB,753312-353X,3067379.19,182,Transport,Linköping,kontakt@företag343ab.se
Företag 344 AB,723058-8654,5815931.37,61,Hälsa,Stockholm,kontakt@företag344ab.se
Företag 345 AB,677472-6491,39375212.67,387,Finans,Stockholm,kontakt@företag345ab.se
Företag 346 AB,884158-9910,11496747.58,243,Finans,Örebro,kontakt@företag346ab.se
Företag 347 AB,365020-9003,40463824.44,472,Finans,Uppsala,kontakt@företag347ab.se
Företag 348 AB,357212-8628,187220.6,300,Hälsa,Malmö,kontakt@företag348ab.se
Företag 349 AB,614850-1929,3051076.7,270,Handel,Stockholm,kontakt@företag349ab.se
Företag 350 AB,675777-4388,37838615.51,295,Hälsa,Linköping,kontakt@företag350ab.se
Företag 351 AB,248583-7619,254310.46,324,IT,Malmö,kontakt@företag351ab.se
Företag 352 AB,158044-2186,47772440.85,56,Handel,Västerås,kontakt@företag352ab.se
Företag 353 AB,688748-9571,7692003.48,238,Hälsa,Linköping,kontakt@företag353ab.se
Företag 354 AB,502351-2785,40482157.6,218,Transport,Göteborg,kontakt@företag354ab.se
Företag 355 AB,476603-5345,3775807.94,226,Hälsa,Göteborg,kontakt@företag355ab.se
Företag 356 AB,130484-7680,40079713.85,300,Hälsa,Västerås,kontakt@företag356ab.se
Företag 357 AB,766271-2686,29235810.58,425,Finans,Örebro,kontakt@företag357ab.se
Företag 358 AB,296565-1142,47888637.55,422,Transport,Stockholm,kontakt@företag358ab.se
Företag 359 AB,257969-6587,32590895.07,183,Finans,Linköping,kontakt@företag359ab.se
Företag 360 AB,947099-9639,41890967.42,218,Transport,Malmö,kontakt@företag360ab.se
Företag 361 AB,139438-4098,39093402.58,148,Hälsa,Västerås,kontakt@företag361ab.se
Företag 362 AB,409639-4676,29856400.7,308,Hälsa,Stockholm,kontakt@företag362ab.se
Företag 363 AB,126339-6304,25066732.09,134,Finans,Linköping,kontakt@företag363ab.se
Företag 364 AB,391654-4618,32084219.3,391,Transport,Göteborg,kontakt@företag364ab.se
Företag 365 AB,105286-9025,42244856.34,493,Handel,Västerås,kontakt@företag365ab.se
Företag 366 AB,212568-2862,21061144.17,486,Transport,Örebro,fel@epost
Företag 367 AB,494689-6889,28546243.7,56,Hälsa,Uppsala,fel@epost
Företag 368 AB,225255-6906,41056247.66,500,Handel,Göteborg,kontakt@företag368ab.se
Företag 369 AB,990925-3810,8142157.3,359,Bygg,Malmö,kontakt@företag369ab.se
Företag 370 AB,148068-2131,7733960.69,79,Finans,Linköping,kontakt@företag370ab.se
Företag 371 AB,283829-8938,30145865.43,377,IT,Västerås,kontakt@företag371ab.se
Företag 372 AB,587308-7818,38042597.34,286,Hälsa,Malmö,kontakt@företag372ab.se
Företag 373 AB,595191-4930,45549035.2,146,Utbildning,Linköping,kontakt@företag373ab.se
Företag 374 AB,973003-3169,21327438.91,104,Hälsa,Örebro,kontakt@företag374ab.se
Företag 375 AB,217740-9736,12730214.32,196,Handel,Västerås,kontakt@företag375ab.se
Företag 376 AB,156568-9079,25112870.61,77,Bygg,Västerås,kontakt@företag376ab.se
Företag 377 AB,431401-6365,20748102.43,478,Utbildning,Stockholm,kontakt@företag377ab.se
Företag 378 AB,101591-7131,30069646.48,427,Finans,Göteborg,kontakt@företag378ab.se
Företag 379 AB,534165-7050,24455795.83,65,Hälsa,Stockholm,kontakt@företag379ab.se
Företag 380 AB,722086-5689,7143476.36,389,Bygg,Linköping,kontakt@företag380ab.se
Företag 381 AB,337331-5490,20334277.49,9,Handel,Göteborg,kontakt@företag381ab.se
Företag 382 AB,607546-9582,8330734.74,241,Finans,Stockholm,kontakt@företag382ab.se
Företag 383 AB,874905-383X,15438827.17,116,Finans,Uppsala,kontakt@företag383ab.se
Företag 384 AB,918855-6160,33245269.7,291,Hälsa,Örebro,kontakt@företag384ab.se
Företag 385 AB,780392-6572,6693929.63,34,Handel,Malmö,kontakt@företag385ab.se
Företag 386 AB,918317-5147,38046568.81,166,Handel,Göteborg,kontakt@företag386ab.se
Företag 387 AB,842648-5376,15407183.12,328,Finans,Stockholm,kontakt@företag387ab.se
Företag 388 AB,913546-3919,37865992.99,59,Transport,Malmö,kontakt@företag388ab.se
Företag 389 AB,891542-4322,46560120.32,3,Transport,Örebro,kontakt@företag389ab.se
Företag 390 AB,413454-2699,32956646.82,418,Hälsa,Linköping,fel@epost
Företag 391 AB,604330-7454,37832355.64,166,Hälsa,Göteborg,kontakt@företag391ab.se
Företag 392 AB,100076-1147,44123817.55,433,Utbildning,Uppsala,kontakt@företag392ab.se
Företag 393 AB,160434-568X,25400647.56,187,Transport,Göteborg,kontakt@företag393ab.se
Företag 394 AB,745349-9452,17007973.72,100,Transport,Uppsala,kontakt@företag394ab.se
Företag 395 AB,764774-9444,34478823.46,155,IT,Stockholm,kontakt@företag395ab.se
Företag 396 AB,138917-2054,9130218.33,422,Handel,Uppsala,kontakt@företag396ab.se
Företag 397 AB,593444-2616,24908249.35,45,Handel,Linköping,kontakt@företag397ab.se
Företag 398 AB,849063-552X,31764315.42,154,Transport,Örebro,kontakt@företag398ab.se
Företag 399 AB,350685-5967,28117257.66,468,Finans,Linköping,kontakt@företag399ab.se
Företag 400 AB,376508-1198,41169719.04,384,IT,Stockholm,kontakt@företag400ab.se
Företag 401 AB,522063-6073,27102982.01,438,Handel,Västerås,kontakt@företag401ab.se
Företag 402 AB,382951-5295,24346570.87,369,Bygg,Linköping,kontakt@företag402ab.se
Företag 403 AB,454663-5771,9218663.15,206,Transport,Stockholm,kontakt@företag403ab.se
Företag 404 AB,610202-8291,31598286.96,413,Transport,Malmö,kontakt@företag404ab.se
Företag 405 AB,945330-9394,39973472.04,235,Hälsa,Göteborg,kontakt@företag405ab.se
Företag 406 AB,779030-865X,20841100.28,36,Finans,Stockholm,kontakt@företag406ab.se
Företag 407 AB,437434-6484,30116060.82,368,Transport,Göteborg,kontakt@företag407ab.se
Företag 408 AB,718049-7802,22605950.72,298,Utbildning,Malmö,kontakt@företag408ab.se
Företag 409 AB,574921-3172,44401341.71,273,Finans,Linköping,kontakt@företag409ab.se
Företag 410 AB,857364-9705,38870454.23,317,Handel,Malmö,kontakt@företag410ab.se
Företag 411 AB,390486-6339,30800857.06,303,IT,Uppsala,kontakt@företag411ab.se
Företag 412 AB,972480-7382,11123475.33,173,Utbildning,Malmö,kontakt@företag412ab.se
Företag 413 AB,626883-8428,28485100.35,257,Bygg,Malmö,kontakt@företag413ab.se
Företag 414 AB,210742-4835,38606144.09,411,Finans,Örebro,kontakt@företag414ab.se
Företag 415 AB,595661-9055,21688442.71,64,Finans,Örebro,kontakt@företag415ab.se
Företag 416 AB,725999-4098,3646005.61,234,Handel,Örebro,fel@epost
Företag 417 AB,721110-8588,39803403.35,425,IT,Uppsala,kontakt@företag417ab.se
Företag 418 AB,202343-1254,926576.8,450,IT,Uppsala,kontakt@företag418ab.se
Företag 419 AB,494431-2120,37280648.19,427,IT,Stockholm,kontakt@företag419ab.se
Företag 420 AB,582475-4692,10157933.72,89,Finans,Malmö,kontakt@företag420ab.se
Företag 421 AB,172328-6438,14197149.17,164,IT,Uppsala,kontakt@företag421ab.se
Företag 422 AB,800171-4977,46184233.89,490,Bygg,Uppsala,kontakt@företag422ab.se
Företag 423 AB,522313-8644,38296918.89,208,Hälsa,Västerås,kontakt@företag423ab.se
Företag 424 AB,432984-9763,14233705.63,211,Utbildning,Linköping,kontakt@företag424ab.se
Företag 425 AB,156682-5605,39820011.57,325,Utbildning,Örebro,kontakt@företag425ab.se
Företag 426 AB,223543-3167,7367770.93,166,Hälsa,Örebro,kontakt@företag426ab.se
Företag 427 AB,893335-2501,40131689.73,63,Handel,Malmö,kontakt@företag427ab.se
Företag 428 AB,434570-8950,23611567.36,236,Bygg,Uppsala,kontakt@företag428ab.se
Företag 429 AB,177845-2670,27447766.15,12,IT,Västerås,kontakt@företag429ab.se
Företag 430 AB,525538-9630,7432777.68,487,Hälsa,Örebro,kontakt@företag430ab.se
Företag 431 AB,755242-1363,32695608.44,160,IT,Linköping,kontakt@företag431ab.se
Företag 432 AB,637519-5235,13574486.55,87,Hälsa,Malmö,kontakt@företag432ab.se
Företag 433 AB,255728-5009,9212247.96,324,Finans,Göteborg,kontakt@företag433ab.se
Företag 434 AB,408614-3995,21801541.6,263,Finans,Linköping,kontakt@företag434ab.se
Företag 435 AB,205177-1378,5607333.28,84,Handel,Malmö,kontakt@företag435ab.se
Företag 436 AB,142197-9347,11156328.6,139,Bygg,Linköping,kontakt@företag436ab.se
Företag 437 AB,566697-3172,16429431.24,284,Bygg,Uppsala,kontakt@företag437ab.se
Företag 438 AB,308366-6346,40942298.39,499,Handel,Stockholm,fel@epost
Företag 439 AB,982151-4558,6604035.02,406,Handel,Göteborg,kontakt@företag439ab.se
Företag 440 AB,705465-6732,35211374.23,443,Utbildning,Västerås,kontakt@företag440ab.se
Företag 441 AB,179818-3735,3835738.66,353,Bygg,Göteborg,kontakt@företag441ab.se
Företag 442 AB,523659-5736,42791802.48,200,Finans,Linköping,kontakt@företag442ab.se
Företag 443 AB,612243-2971,8415615.63,316,Bygg,Göteborg,kontakt@företag443ab.se
Företag 444 AB,765683-4812,42023358.76,375,Utbildning,Örebro,kontakt@företag444ab.se
Företag 445 AB,927352-9862,40284505.8,327,Bygg,Uppsala,kontakt@företag445ab.se
Företag 446 AB,713443-6851,8479071.12,107,Handel,Västerås,kontakt@företag446ab.se
Företag 447 AB,312313-5721,35838739.03,460,Handel,Malmö,kontakt@företag447ab.se
Företag 448 AB,219983-3528,46562686.0,112,Hälsa,Linköping,kontakt@företag448ab.se
Företag 449 AB,207841-8960,30377087.39,410,Hälsa,Linköping,kontakt@företag449ab.se
Företag 450 AB,524672-7603,19718404.32,105,Transport,Stockholm,kontakt@företag450ab.se
Företag 451 AB,616072-9590,43960315.12,368,Transport,Örebro,kontakt@företag451ab.se
Företag 452 AB,299619-6258,15536263.67,128,Handel,Örebro,kontakt@företag452ab.se
Företag 453 AB,614956-2839,16401744.58,290,Utbildning,Göteborg,kontakt@företag453ab.se
Företag 454 AB,563990-2411,6830424.22,245,Handel,Stockholm,kontakt@företag454ab.se
Företag 455 AB,744210-1641,33638528.95,396,IT,Västerås,kontakt@företag455ab.se
Företag 456 AB,218781-2840,23290142.85,232,Utbildning,Linköping,kontakt@företag456ab.se
Företag 457 AB,113600-1661,20854342.79,11,Bygg,Västerås,fel@epost
Företag 458 AB,694772-1328,7424840.24,339,Handel,Stockholm,kontakt@företag458ab.se
Företag 459 AB,294170-5338,23012130.66,244,Handel,Linköping,kontakt@företag459ab.se
Företag 460 AB,280543-2576,36461661.36,347,Finans,Västerås,kontakt@företag460ab.se
Företag 461 AB,877555-4386,18739474.85,121,IT,Örebro,kontakt@företag461ab.se
Företag 462 AB,896273-1147,8086863.06,337,Utbildning,Malmö,kontakt@företag462ab.se
Företag 463 AB,315097-8578,9907088.38,158,Utbildning,Stockholm,kontakt@företag463ab.se
Företag 464 AB,855415-4665,17582894.63,108,Bygg,Malmö,kontakt@företag464ab.se
Företag 465 AB,487426-8105,23148872.4,312,Hälsa,Malmö,fel@epost
Företag 466 AB,462627-7698,33347882.26,322,Bygg,Göteborg,kontakt@företag466ab.se
Företag 467 AB,963652-3954,34287024.75,383,Hälsa,Uppsala,kontakt@företag467ab.se
Företag 468 AB,799318-9962,11593060.48,494,Bygg,Västerås,kontakt@företag468ab.se
Företag 469 AB,777847-7857,19601440.13,394,Transport,Västerås,kontakt@företag469ab.se
Företag 470 AB,689430-8107,28774517.15,404,Utbildning,Malmö,kontakt@företag470ab.se
Företag 471 AB,823715-1585,32271453.57,27,Utbildning,Göteborg,kontakt@företag471ab.se
Företag 472 AB,284596-4597,23845432.88,173,Handel,Malmö,kontakt@företag472ab.se
Företag 473 AB,659586-2387,22899673.11,269,IT,Örebro,kontakt@företag473ab.se
Företag 474 AB,878438-8968,38873077.74,471,Utbildning,Malmö,kontakt@företag474ab.se
Företag 475 AB,750119-1243,19512672.18,8,Finans,Linköping,kontakt@företag475ab.se
Företag 476 AB,639469-7512,31210598.06,216,Finans,Örebro,kontakt@företag476ab.se
Företag 477 AB,631794-7219,43773887.26,361,Utbildning,Linköping,kontakt@företag477ab.se
Företag 478 AB,800143-2803,20583464.47,348,Transport,Göteborg,kontakt@företag478ab.se
Företag 479 AB,250604-2308,17901277.13,44,Bygg,Stockholm,fel@epost
Företag 480 AB,931203-3545,44045786.93,197,Bygg,Stockholm,kontakt@företag480ab.se
Företag 481 AB,468107-1778,43728146.41,285,Handel,Uppsala,kontakt@företag481ab.se
Företag 482 AB,871924-3819,26103761.72,474,Handel,Göteborg,kontakt@företag482ab.se
Företag 483 AB,885550-5534,2254513.78,340,Finans,Västerås,kontakt@företag483ab.se
Företag 484 AB,354746-1039,41489521.17,147,Handel,Örebro,kontakt@företag484ab.se
Företag 485 AB,552403-1128,42321867.48,146,Transport,Örebro,kontakt@företag485ab.se
Företag 486 AB,481741-8410,32263868.95,84,Transport,Stockholm,kontakt@företag486ab.se
Företag 487 AB,304302-1783,43090913.63,209,Utbildning,Göteborg,kontakt@företag487ab.se
Företag 488 AB,783062-9421,33622951.24,46,Bygg,Västerås,kontakt@företag488ab.se
Företag 489 AB,881545-6668,19348317.64,20,Transport,Göteborg,kontakt@företag489ab.se
Företag 490 AB,971972-6870,3728213.13,450,IT,Örebro,fel@epost
Företag 491 AB,193964-4613,28410804.34,71,Transport,Örebro,kontakt@företag491ab.se
Företag 492 AB,116084-2289,47793962.04,356,Handel,Malmö,kontakt@företag492ab.se
Företag 493 AB,144424-7343,42957304.66,227,Handel,Stockholm,kontakt@företag493ab.se
Företag 494 AB,363893-9117,26447225.8,286,Transport,Malmö,kontakt@företag494ab.se
Företag 495 AB,632019-4707,8291981.28,482,Finans,Västerås,kontakt@företag495ab.se
Företag 496 AB,432079-6050,7314344.33,25,IT,Linköping,fel@epost
Företag 497 AB,807311-2967,5878105.27,469,Finans,Göteborg,kontakt@företag497ab.se
Företag 498 AB,873419-5974,12678857.62,442,Utbildning,Malmö,kontakt@företag498ab.se
Företag 499 AB,956974-4815,20425503.82,64,Finans,Linköping,kontakt@företag499ab.se
Företag 500 AB,290788-3028,36860638.2,477,Handel,Stockholm,kontakt@företag500ab.se
Företag 501 AB,756172-9536,14697324.39,115,IT,Uppsala,kontakt@företag501ab.se
Företag 502 AB,605017-7567,10223774.15,348,IT,Göteborg,kontakt@företag502ab.se
Företag 503 AB,320135-5025,10444457.85,299,Finans,Göteborg,kontakt@företag503ab.se
Företag 504 AB,324539-8218,43339551.08,103,Bygg,Linköping,kontakt@företag504ab.se
Företag 505 AB,659122-2112,36364765.96,59,Finans,Uppsala,kontakt@företag505ab.se
Företag 506 AB,421472-9232,39946733.56,4,Finans,Göteborg,kontakt@företag506ab.se
Företag 507 AB,548801-9206,26419068.78,328,Finans,Stockholm,kontakt@företag507ab.se
Företag 508 AB,503941-7453,18961505.48,83,Transport,Västerås,kontakt@företag508ab.se
Företag 509 AB,829890-9744,33216122.12,440,Handel,Malmö,kontakt@företag509ab.se
Företag 510 AB,934905-881X,6823198.92,154,Transport,Uppsala,kontakt@företag510ab.se
Företag 511 AB,559140-9958,48851334.65,67,Handel,Göteborg,kontakt@företag511ab.se
Företag 512 AB,873335-1685,48895096.89,72,Finans,Örebro,kontakt@företag512ab.se
Företag 513 AB,311747-4593,24423532.95,368,Finans,Linköping,kontakt@företag513ab.se
Företag 514 AB,880471-5164,42685925.12,247,Transport,Uppsala,kontakt@företag514ab.se
Företag 515 AB,445035-6902,29543319.17,215,Finans,Linköping,kontakt@företag515ab.se
Företag 516 AB,657478-1569,49525949.15,174,IT,Göteborg,kontakt@företag516ab.se
Företag 517 AB,268408-4822,21175658.71,279,Hälsa,Malmö,kontakt@företag517ab.se
Företag 518 AB,728883-8968,35158004.55,20,Handel,Uppsala,kontakt@företag518ab.se
Företag 519 AB,340234-6887,28984519.36,370,Bygg,Stockholm,kontakt@företag519ab.se
Företag 520 AB,928694-1781,26814782.74,199,Hälsa,Göteborg,kontakt@företag520ab.se
Företag 521 AB,149388-276X,42661288.76,318,Finans,Västerås,kontakt@företag521ab.se
Företag 522 AB,670019-6346,48233546.75,287,Handel,Stockholm,kontakt@företag522ab.se
Företag 523 AB,284651-4980,29538899.72,464,Handel,Linköping,kontakt@företag523ab.se
Företag 524 AB,497663-2936,11047539.81,38,Hälsa,Västerås,kontakt@företag524ab.se
Företag 525 AB,608485-4771,20368167.73,137,Finans,Uppsala,kontakt@företag525ab.se
Företag 526 AB,806727-7467,26448698.33,328,Transport,Stockholm,kontakt@företag526ab.se
Företag 527 AB,884338-5208,14058199.8,80,Handel,Örebro,kontakt@företag527ab.se
Företag 528 AB,210879-7903,23486604.0,470,Hälsa,Västerås,kontakt@företag528ab.se
Företag 529 AB,598860-9853,40900627.68,175,Utbildning,Linköping,kontakt@företag529ab.se
Företag 530 AB,935184-6176,32330687.17,345,IT,Uppsala,kontakt@företag530ab.se
Företag 531 AB,946356-922X,10991365.8,260,Utbildning,Västerås,kontakt@företag531ab.se
Företag 532 AB,698943-1708,28975285.94,423,Finans,Göteborg,kontakt@företag532ab.se
Företag 533 AB,337365-3950,13198496.86,24,Hälsa,Linköping,kontakt@företag533ab.se
Företag 534 AB,116759-4963,44739996.86,354,Bygg,Uppsala,kontakt@företag534ab.se
Företag 535 AB,852113-7143,7781569.66,296,Handel,Örebro,kontakt@företag535ab.se
Företag 536 AB,192125-668X,2830811.88,5,Transport,Örebro,kontakt@företag536ab.se
Företag 537 AB,522403-7965,49288119.35,3,Bygg,Stockholm,kontakt@företag537ab.se
