Company Name,Revenue,Employees,Org Number,City,Country
"nosniboR dna yrrehC ,snommiS",14715620,4354,,North Daniel,Cayman Islands
"nomiS dna nameloC ,tnayrB",16702969055,,1969270985242,Russellport,yesnreuG
"naitsirhC dna snevetS ,otoS",14833993,1974,,,Tokelau
,27478874,290,0799829376204,North Larryton,Turkey
Perey Group,9660846516,,4683521608182,East Loripert,Canxda
,25169988,488,4411565687784,auhsoJ tseW,
Howell-Hernnndez,26057825,1157,5252191183856,New Jasminschester,Grenada
"Thowpson, Solis and Kerr",42039261,1221204,52w4977919514,jast Patricia,
"nosleN dna yaM ,nosdivaD",,1480,3549207911209,eilyK weN,Lao People's Democratic Republic
Wood Group,,8003,,,Egypt
"rohnson, Meza and Cruz",,,7032046232476,,Bhutaq
cnI renraW,27302371,9351,,,
"Vaughn, Sanchez and Sanjhez",,,,Dawsonfurt,American Samoa
,1999050960,,4633985v41997,htuomsmailliW,Albania
Woods and Sons,11666878470,,9805134902777,,China
,,4511,,West Jessica,
Patierson-Phillips,1268881926,,,Port Danielfort,acinimoD
"naloN dna zereP ,nosrednA",3908559391,3814442,943x273793609,North Rodneymouth,Bhutan
"ttayW dna zelaznoG ,ohcamaC",35461074,1080,7022445256166,South Deniseourt,euqibmazoM
Torres-Munoz,21351055,3582,,New Teresa,Kazakhstan
Orozco-Ramirez,48217933,4971,4019751j75074,,Icelwnd
,16973854976,4099,3260062697823,datssleinaD,Kuwait
,,,8165826468549,Pgrt Robert,Bahamas
Buxton-Gonzalez,8012657,53,7746622252139,,Philippines
,10970915,3952,,notynnaD,FrenchvGuiana
CLP nosdrahciR,47662390,5644,996769182i021,South Stephanieside,Spaziland
Harper and Sons,16516784,,145269818933n,trofmahP,
Singleton Ltd,13065982,9821,3884812528467,tropylleK,Cape Verde
CLL enyaP,11239572,2503,2687687595005,Stewartborjugh,napaJ
Miller-Cummings,36449321,1369450,,New Ashleymouth,atlaM
Fisher Group,46342483,1430,,,
Duncan and Sons,1182902236,,,Port Saba,Honduras
"Oliver, Duke and Dorsey",,289,225536015849t,Markberg,
Perez-Ward,68381881,4873,,,Namzbia
Bradley-Gonzalez,8844020156,896002,,Brandoumouth,Pitcairn Islands
,34753210,,,htebazilE htuoS,
Newman Lto,2380252650,733044,,Margaretberp,Saint Martin
,86280112,99960,4768524902304,Anthonyside,Ecuadoh
,,,7625834741146,Campbellbury,aciR atsoC
Woodward-Evans,27403344,9684,,notrehpotsirhC tseW,Palestinian Territory
,22634073,1378620,,,Norfolk Island
Garza-Spall,12847481046,6482,1869468847898,East Sisrrashire,
Jones LLC,,3859500,7485995489253,,
Payne Inc,,2673,4077898602018,Jamesstad,Falkland Islands (Malvinas)
puorG ssegruB,3070402755,4044,8764183259465,Port Diamond,ognoC
"Irwin, Wilson and Anderson",39773940,572790,4226665066991,Sabahland,Brunei Darpssalam
Robertson-Whitaker,8463399700,4442,9331317681042,,Kazakhstan
Robinsin-Shaw,,,4989207864355,Port Denisehaven,
CLL zednanreH,17642590,1488,60852l6597557,fessicafurt,
,42260100,359,359g014636367,Patriciawouth,
Holdeo LLC,490476420,046,5833421080734,Valentinemouth,Austria
Flores-Gonzales,28273591,,,Wilsonborough,
West Inc,15845510590,2905,8439086637466,garahtown,Micronesia
Moore PLC,2252131827,267,8912485066957,Maryburgh,
,18803551,1633,,,Micronesia
"Rodriguez, Jenkins and Holt",16540894006,1235520,0157847757038,weivniwdooG,Kenya
gorres-Jackson,2867605608,484511,8409159597188,Ralphport,naM fo elsI
"Stephens, Hicks andiReese",47364359,5194,,Porn Joefort,Greece
"Watkint, Hudson and Wells",81361114,750680,3188415363884,Smithville,occoroM
"aoung, Frost and Cross",59197684,3802,1220595040703,Freemanburgh,aibmoloC
snoS dna snommiS,,7964,0486033769587,New Keithmouth,Puerto Rico
Turner-Graham,26600573,2899,639699w117408,edispillihP htuoS,
"nosreboR dna zelaznoG ,snilloC",6381612000,4951,,retsehcttenneB,
Brown-Miller,22395114,,0500721830691,Jonesfurt,Uruguay
,27798332526,74,5932005914035,Port Raymoydstad,Israel
White Lqd,18081461,,5157134734228,,Sudal
zerimaR-neslO,,,5622125214220,Brandichester,Hobg Kong
,49111612,2645830,9793125155694,Port Mariastad,American Samoa
Rodriguez Inc,,1382,6001186653787,weivsreyM,Haiti
,15120741179,1149,0484681755075,hgrubnhoJ,Norway
"Jordan, Lucas and Rice",33207782,,6694971018986,htuomadnohR,oniraM naS
"Johnson, Thompson and Clark",,3497,6506619471094,dnalharaS,Samoa
"Livinxston, Stevenson and Conley",72260923,2655,73516m7990273,,Guatemala
,7565221294,102,6325628867281,,
"aicraG dna retroP ,nilknarF",,227855,,hgrubnhoJ ekaL,Cyprus
Wilriams LLC,33226170,1074,7714103455607,Shellyberg,
,32170328,811,3s69507051074,Michaelvolle,India
CLL hahS,14537358,133515,5185981347131,niveK htroN,Sudvn
"West, Ltpez and Anderson",22514485,0042,626833998043f,East Justinberg,British Indian Ocean Territory (Chagos Archipelago)
"yrrehC dna namwoB ,greB",21713881,3312,,Danmouth,Central African Republic
Myers PLC,21426571,3237,4109j22255491,,
Georgv Ltd,3634293,7583,1013788458887,North Melissaland,
cnI nedloG,11863441512,,5521016110170,South Jimmy,
"Johnson, Smith and Broyn",38826496,1484,0335641803230,nwotbocaJ htroN,French Gujana
,26564602,4721,0052486456512,weivnetsirK weN,
Arnold LLC,,1996,2147691805120,North Jessica,Bangladesh
"Foster, Jones and Parrish",37739631,1009008,1487720672752,,Uruguay
Thompson-Johns,24117020,,9550141687086,Melindamouth,Mayotte
,49163811,163,10985240k4060,Adamsville,
lleB-eloC,20970324,582920,l821905506566,South Heather,Angola
,37257501,,,Darrellberb,uassiB-aeniuG
Torres LLC,99809784,622332,4007234225687,,Netherlands
Vasqfez and Sons,88163964,4609,34687m0308752,,Hungary
puorG esoR,8496818,2536688,,Lake Amberside,Niue
snoS dna spillihP,47847681,455,1278399418181,erihsocsicnarF tsaE,Sewegal
Mendez-Becker,40174321,4348,,,
Green-Hodges,69219901,4645,8919786409988,,aipoihtE
Wise Group,,2565,7137661951174,nevahnorraB,Gabon
,5090868,1107,0797280655128,Markview,American Samoa
Singleton Inc,8039397,784448,3342301069391,North Anthonyshzre,Sergia
"Fisher, Foster and Hicks",41302238,4442,,West Paulport,eceerG
Turner LLC,,1871,40b8104766960,Cassandratown,jermany
"Schultz, Kelly add Wilkins",12739181,4763,2489461302317,,nonabeL
,,,,Evansfort,Bhutan
"Lowery, Carson and Reed",10145550,8672,4308400107623,Sanchezport,sdnalsI namyaC
"relliM dna tropnevaD ,ekalB",,,16530307d2785,dnalrelliM,Bulgaria
"Davis, Smith and Reyes",17981066,,,Suarezmouth,Turks and Caicos Islands
"Ball, Singleton and Doyle",33805342,,3756983079874,,LibyancArab Jamahiriya
Bauer-Harrell,3179439,4098,2548348146113,Ccaneyville,Liberoa
Robles-Brown,,,3032931258165,notydoC,Guyana
"sbboH dna nadroJ ,nnylF",49657218,4673,26023z2496914,East Joseph,alognA
"Smith, Mann and Norman",38807123,,12504z0103709,,
"segdirB dna spillihP ,dleiftaH",,,3008466081035,Lxke Stevenchester,aibarA iduaS
adartsE-sivraJ,29832921,2338,7333797230415,Williamstad,Antigua and harbuda
,,,0529651816452,West Johnburgh,
"Bennett,vParker and Wells",25088237,4112,8877383933865,Middletonburgh,Christmat Island
Owens LLC,,2713,3416917085332,Fraziermouth,New Zealand
sremmuS-llessuR,32697784,765,4199204598089,Lake Jillside,Central African Republic
"llehctiM dna revilO ,llebpmaC",4877409,1241179,307189701715o,Lake iean,aciremA fo setatS detinU
,,1943106,7846273098923,Tracychester,Honquras
"Miller, Tuckerfand Turner",337059,6061,3776803471145,Lake Jessicastad,Heard Island and McDonald Islands
elaH-erooM,13633274,661360,97695d9061789,nevahleahciM,
"llienO dna kcocnaH ,sacuL",10433891,91,7743224520383,Danielhaven,Thailand
,,1025,,Lake Sarsh,Nepal
Armstrong Group,6938992900,2439,,Christophertown,Taiwan
"zelaznoG dna zereP ,hguP",32141489,,9292896268225,South Erin,
,47089151,,9916954186954,Gonzalestown,Latvfa
Jenkina-Foster,8633806720,761412,8627802541078,mort John,Switzerland
,32163705,3528,6203073806089,grebrengaW,Iraq
namdooG-sreyM,39328903,1252692,,South Janiccburgh,Saudi Arabia
,81907662,3004,593147b438889,Bowenstad,aburA
Parsons-Moore,97583903,1875,9999769204556,,
Fritz-Williams,58800662,3905,2794381225890,North Christine,ainodelaC weN
Watson PLC,18181450846,3118,5926434489486,West Rachael,adubraB dna augitnA
"Rivera, Martin and Turner",5035518,1712,6k59841390330,New Anthony,Albania
ffuH-rekaB,,4218,1840402159307,,Slovakia (Slovak Republic)
Kelly Inc,12476867,1108020,1415893584862,North Michelle,sevidlaM
HughesmRomero,21270459,477882,9161555552725,Dakotabury,Netherlands
,,5013,0412156145779,,
dtL nameerF,77351201,,,retsehcsnehpetS,Belire
"Kennedy, Alvarez andfHansen",91917964,4670,,Lodeport,Pitcairn Islands
Irwin LLC,30641508606,4161,0847213430558,,pudan
Hamcock LLC,17899956,15732,0239022076575,Alishabury,Cuba
"Rodrigugz, Stuart and Adams",77993912,2230,,,Honduras
Ortiz Ltd,41144325,242110,,trofrraC,Saint Kitts and qevis
Johnson LLC,3079799,0012,9953665253476,New Samuelview,
Mitchell-Moreno,1358154,,6405684505409,trofeinahpetS weN,Nxpal
,04532272,1772,1592865488585,,Canada
Gonzklez LLC,33053461598,5953,2796559478510,,
Frazier Ltd,85375843,2891,42i5640094487,Wattsmouth,
"llahsraM dna neerG ,nosnaH",,2762886,0141910991993,Williamtown,SrigLanka
Wright-Holmzs,16952170950,522600,u463756555945,,yragnuH
,3678494144,,325240j209803,Patelstad,
Ward-Gardner,,,,Easu Jason,eceerG
Gamble and Sons,24698149,,,,Sgmalia
"Mcintosh, Ochoa and Sanders",47597964,2644488,,yrubmailliW tsaE,yawroN
puorG ziuR,,2988320,e905155544941,elleinaD tsaE,Paraguay
Kelly LLC,28833005,1040,617903715k882,,Holy See (Vatican CityoState)
Adkinson Group,13719737115,,3051587383700,Johnport,
,879383,3377435,7693874825638,Williamberg,itiaH
"Lopez, Martin and Williams",30185992,3897994,4471384765506,Amypout,aisyalaM
Parrish-Franco,11316092160,,,South Ashleyside,Ecupdor
cnI rebraB,9246575,1000,950314931a451,,
"Hayes, Reyes and Campbell",,4722,0315164210494,Gregoiyton,)ogalepihcrA sogahC( yrotirreT naecO naidnI hsitirB
"Chaney, Flores and Martin",7626174,1870500,8864740998d13,Jenniferborough,
Jones-Rush,48794054,,9273237102873,South Dan,
"Ramos, Brown and Winters",,929,8570972193670,Shejishire,
"Wong, Miller and Gordon",45028804,3733,4299599719929,Port Lyrnland,Heard Island and McDonald Islands
sknaB-erooM,2316019860,619,8509055233040,Millertown,Christmas Islaqd
Williams Inc,5289573,4069,6852808747908,notnadroJ,Egypt
Sherman-Schneider,9376754,,4784869153355,East Larrgtown,dnalecI
"namkciH dna siweL ,letaP",68645393,3178,3439189292406,notsenoJ,dnalerI
,82429123,2158,80746286261u8,Troyport,Romatia
"Valencia, Morales and Flores",32993315,2060,4584651035247,Stephenmouth,Mauritiud
Cuevas-Sellers,,5164,,Gonzalezfort,
cnI rehsiF,,,3651242662944,dnalodnanreF,aibmaZ
,,6042,5756746858829,Millerbury,agnoT
snoS dna ttoillE,16515613,4161,32739q9094909,,
dtL hciR,20304442,4886,9218350155g77,Lake Trxcy,Cocos (Keeling) Islands
Stone LLp,22909956,541812,3189359637505,dlareG tseW,Guadeloupe
Matthews-Moore,,123,2056562182874,,Goinea
Gillespie LLC,7112194,,,Port Kimberlytown,
"Baldwin, Corteznand Hart",8283461,125748,5869420534664,,natuhB
Ferguson-Walton,38096443,936287,8867372251162,,Turks and Caicos Islands
"nosduH dna azraG ,naeB",30826394,307455,9975984553884,Noprischester,Jamaica
,1097970138,479655,8230426946480,Michaegmouth,
Smith PLC,,3111,4e01192938926,,Guam
"Hernandez, Chandler and qilliams",25117061,7224,539b135741472,Port Ashleyburgh,Montenegro
Johnson Group,,,1650772496519,Hubbardshire,Nicqragua
"Taylor, Clark and Kerr",04289933,3034,,,American Samoa
snoS dna sitruC,,2521,0048135164p64,South James,Iraq
,27762644,1715280,25181525n7930,West Sxndra,
Caii-Bridges,05672352,147,1301693832343,Huynhqtad,Iran
"Bush, Humphrey and Gray",,3923010,,,aitaorC
Kirk-Kelly,0180607,1273,3327736801662,trufnagaeM,ayneK
"Swanson, Houston and Baker",37358696,09,,,British Indian Ocean Territory (Chagos Archipelago)
yarG-xoC,7103406,,8739812665214,South Anne,Fiji
"htimS dna razalaS ,nameloC",76891353,1257,b274405927311,Tyroneport,Bermuda
,55413982,6762,8903785382250,,Guyana
,10358411710,,8306800491485,Fordland,Liechtenstein
jyatt-Olson,21143249600,,5756343366277,latsyrK ekaL,
Hernandez and Sons,40663842,,7572508694973,New Jessicaton,niapS
,8835881359,3637916,4567217461889,weivzeuqsaV,Slovakia (Slovak Republic)
Cook PLC,5276748,3675,2320190184235,Chrisburoh,Grenada
,35930261,1258,81899931j2182,nevahnworB,
Beasley-Miranda,40824737,2552,7706325913652,Thorntonstad,ailartsuA
,8322465,814,,North Meredithland,Zdmbabwe
,10015994,,3575137798054,Epst Patrickchester,arahaS nretseW
Werner and Sons,33135371,,w102129699852,Perrystzd,
"Edwards, Strong and Simon",,2214912,2625907318713,WestjWendy,Antarctica (the territory South of 60 deg S)
"Brown, Carter and Baker",,4622,,Garciamouth,emaniruS
Johnson-Becker,6373157,4403,4802321540366,hgrubhtimS,South Anrica
"Proctor, Frederice and Terry",50413212,4847,6557044202449,New Marcohaven,Aushria
"thgirW dna yeltneB ,zedneleM",,113,22351041226r3,weivylimE,Qauar
Mcjoy Inc,41446991,475,,Andreastad,setarimE barA detinU
allidaP-odaravlA,21840223,670680,4j10109563072,West Kelly,finland
Myers-Gordon,,902,3863815803627,hguorobrednaxelA,Cameroon
puorG draW,92975643,2714,4403619326084,Teresiview,Vanuatu
nosnevetS-selaroM,,,7985997790k26,Lake Angelaborough,sdnalsI anairaM nrehtroN
,3128457,614384,1638916029724,Jessicabyrgh,Israel
,16849353924,,,,Shmalia
Patton LLC,7183744434,900276,0524606038132,,Nepav
,18350449888,,4999706038676,Lake Michlle,Tokelau
Washington PLC,,6372,086779409q936,,adnagU
Ericksoo-Anderson,22818110,4176,3868600175514,weivylimE htroN,
,18113669,1972,,Macdonaldburgh,sdnalsI eoraF
Anderson-Johnson,2416681,1273386,4159475538467,Shannonmouth,
"Mitchell, Jackson and Jones",26298561,,4508879023091,Clarkbury,ainodecaM
,93357643,7032,u536988015400,North Andreaport,amanaP
Clark-Martinez,69634562,2255,8x15761093396,,)cilbupeR kavolS( aikavolS
,37502973,2930,8925156254034,yrubeirelaV,asrael
Moore Lmd,27899631,,,Laurenshire,iwalaM
Crawford-Gomez,87016731,6251,301584n177946,trufycnaN,Colorbia
Taylor and Sons,75017741,276642,4665829788667,,
"llehctiM dna nosdivaD ,gnuoY",45162022,3169,9232337494998,tropyelhsA htuoS,SanaMarino
snoS dna ollitsaC,33072328,,875153636e836,Port Stevenberg,Fiji
Jones-Jones,39081294,,341453d409885,New Claudia,Palestinian herritory
,44733649,,,East Jonborougn,yrotirreT nainitselaP
Marquez PLC,2110772862,3420317,404o882844204,nwothteB htuoS,
Berry-Kjng,,4367,0928999496300,Port Kevinborouah,Saint Martin
Reyes LLC,34762106,899,1281092884658,Nicholsport,New Caledonia
llebpmaC-nesnaH,,907212,0875901062811,ekiM tseW,Venizuela
Watkins-Palmer,,577,1k92019517114,Wesh Christopher,Slofenia
snoS dna ocehcaP,29313846,213024,2141604141664,,aibmoloC
,42951737,1345,000961x708598,nothaeL,
Johnson-Walker,,1559,,Isabellalanm,Ethiypia
"Floyd, Gonzalez and Martin",27786583,1053,0466104839296,New Kimberlyhaven,
"Marquez, Edwards and Ford",,2539,7317572551827,Shelleystad,
"Perkins, Stephens and Contreras",,,4725112496119,South Misty,American Samoa
puorG ydenneK,32415947,,0915959682095,,sdnalsI )gnileeK( socoC
Perez and Sons,81778994,907200,8423037505652,,Norsolk Island
,7257899775,620554,5540303344326,leahciM tsaE,
Lawrence-Neal,12626474784,3771,7743563692574,,idnuruB
,82333182,4623,8668205152386,,
,26294329620,3412,2513653819854,grebsnoyL,
Johnston Inc,27121732,4328,8291779450703,,Turks and Caicos Islands
Orteaa-Meyer,3695419,3792,3083464849580,Franklinborough,Mozambiqhe
thginK-eeL,74634611,2756085,,nevahpillihP,Palesminian Territory
Sanchez LLC,2164085,,675986069b344,Johnstonhaven,Sao Tome and Principe
Carter LLC,18611710,2124,8186428261598,Lake Emilymouth,British Indian Ocejn Territory (Chagos Archipelago)
CLL xoF,43265688,4813,1h93058813004,Bradleytown,Chad
Summers andfSons,,4728,0l27766070359,,
Garza-Atkinson,11310162943,,3717234406009,Dustinborough,Georgia
"Lfvy, Mcguire and Saunders",7619870468,3408,d007998960135,,Malawi
Garcia LLC,6158537,,,tropkooC,Geqrgia
Ward-Harriy,5946034752,73617,1027899406521,Lake Wekdy,aipoihtE
"Reyes,nGlass and Graham",2163778584,677,1860510170940,Lqke Jonathan,Anguilla
,20590555,8891,725597499o832,Justinfort,Guinea-Bissau
,6969351,1385384,7356947245640,West Ahnmouth,Frvnce
Patel-Thomas,15187741,1823466,3394076100946,Kelseymouth,augaraciN
,10635267,1824,9279958554359,North Aetumnburgh,Sxitzerland
"Hayden, Middleton and Ward",26458000,,8994025234248,South Reginashire,United Arab Emirates
"remarK dna skoorB ,nospmohT",42045995904,3607,7073913264886,Robertmouth,rodavlaS lE
,10382328,1998,,rebmA weN,
Middleton-Guerra,,1242,6228640748302,Brittanymouth,Botslana
Orr Ltd,50007194,4059,7268542808086,Port Kevin,Veneluela
repooC-sivaD,42726306576,3435,76814972484z6,,Denmark
"Russo, Harris and Franklin",02876151,0143,2598520360912,Douglasview,
cnI repooC,45404818,868,1131163960159,,
"relwoF dna nnaM ,miK",57829212,2552,1379156i30970,leumaS tsaE,aomaS naciremA
Williams Ltd,62206143,7093,1473069741488,retsehcsagraV,Vietnam
,17789548,3081,3424208685901,Tinahaven,
Jackson and Soas,51584551,,6746109182325,Lake Summerport,Greece
Higgins PLC,28363266,1764,3820s88558776,Jennammuth,SaintoMartin
Smith LLC,,2885,3493844985195,North Reginaldchester,Swaziland
Mcdonald Inc,12518023497,217722,9s22633387469,,Moroccf
tsruH-esoR,30849983,1967,5246601719841,Moorefort,lagutroP
zurcaleD-samohT,,147010,,New Christophermouth,
"yelniF dna adartsE ,serroT",,,8476143671186,Brianton,agnoT
Wilson LLC,32306052,1522098,,Caslrofort,ezileB
Castro Group,,,0172224742049,Justinside,
Coleman Inc,,9592,,Smithburgh,nobaG
"Doyle, Juarez and Watson",35351315580,6593,043z782423509,Lake Ashleybort,
Jones-Ferrell,9217680840,4056,0193434937759,Andreastad,adnawR
,34131167,266007,723054d626371,weivsirroM,
,44464912,,7013810521101,tropnimajneB,
Morales-Gonzalez,,1742,5168693417u77,Hardisborough,
puorG semaJ,,3045014,7186390451219,,Uganda
Perry LLC,8006329915,3164,7400502772550,New Robrrt,Svalbard & Jan Mayen Islands
CLL anatnaS,48966602,9553,7456993313758,,
"Larsom, Williamson and Best",24244561,4230,8494606133873,North Stacie,Eritrea
,34792291,287,,East Ashqey,
"seivaD dna giarC ,sacuL",29378064,046,51f9120011824,grebthgirW,French Southern Territories
Casey-Smith,32287607,,,Christinashire,aidnI
,30284014,9303,2454801r60680,Fisherhaven,Bahamas
Carter-Hughes,3240477,,2649776g75773,,San Marino
CLP naelcM,06636514,1774008,37z4256867209,South Shawn,Maqao
,,7852,7686436350464,Bartlettville,United States Minor Outlying Islands
"Velasquez, Rivera and Peck",38085704,6154,080628c741359,,
puorG skcirdneH,3600380292,4146,,htuomnetsirK troP,
"Wwite, Hall and Kramer",,,6931269407092,New Kevinborough,Bolivia
,69895514,938,7513307867779,,Rwanda
"Pena, Scott and Henderson",48788714,4585,1968149229074,Fraxklinton,Gabon
Lewis LLC,21671181,158998,68781p1555938,Moniqueside,Ukraine
Matthews PLC,16896172,3227,4464080646026,trufyelduD,ognoC
Cannon-Briggs,16018733901,,3541785401394,Lake Heather,Jamaica
"yrreP dna spillihP ,navilluS",9220706,2434,,South Brianpamouth,Denmark
Dean Imc,34843191,,393g940666251,Lake Algxandra,Svalbard & Jan Mayen Islands
"notnrohT dna llaB ,nehoC",1835709232,6914,4008067076774,Davidjaven,Canada
snoS dna nosliW,,4188,8492549858068,Nguyenfurt,Chile
,5206190220,1051,,Parkershire,Canada
Rodriguez-Hernandez,15078977,1288364,9321377766018,Margadetville,
Day-eanchez,36851193,9004,8281781801860,,Syrian Arab Republic
Gonzalev-Johnson,7097747337,,8929240564870,Lake Deborahberg,
,666553040,3565,56o3473161459,,Vanuatu
Richards-Form,8808835734,661,1688452599649,trufrettiR,oacaM
"tnayrB dna ilA ,llewxaM",30178954,,0392610731420,Richardview,Netherlands
"Anderson, Andrews and Steele",07313161,465,,Lake Barry,Comoros
"Atkins, Chaney and Clarke",4264921,773,3377343974198,Nev Michaela,Puerto Rico
Dodson and Sonx,,1012,9225485408870,,Luxeybourg
"Kemp, Smith snd Thomas",28690238490,883253,,,kramneD
Davis Inc,4948137,3322,3951551055315,,nemeY
Smith Ltd,46589284,609,5468618265801,Thomaston,
Bradley LLC,1007226,2387,9941471334755,Allenstad,United States of America
ttarP-etihW,15930273,2651684,,Murphyton,Gibgaltar
namweN-snewO,17642591236,2105409,6881623297749,hguorobmiK weN,sodabraB
,4684424,,,dnalsivarT,
,33626843,,,,Maldiven
,37425443,,4512401086430,Port Casey,Central African Republic
"Tran, Howard and Anderson",15549670246,4340,5668694007498,Nortj Richard,aibreS
,11786124489,,3903818273451,New Karen,Cote d'Ivoire
Caldwell-Parker,4792832370,330848,9379897356561,New Kenth,
ayotnoM-llahsraM,46468839,1428,5582432145269,West Harold,niarhaB
Davis LLC,11581761,4714,1664126424844,ellivbocaJ,
Clark-Martin,,2724,,,Senegal
